StationCode,Date,Sample_ID,Parameter,Fraction,Units,Result,Method_Detection_Limit,Reporting_Limit,Watershed,Site,Water_Year ,Event_Tyoe
CUA-PVD-01,11/20/2016,ME000000128,E. coli,None,MPN/100mL,2650,1,1,Los Cerritos,County Island ,Water_16_17,Wet
CUA-PVD-01,11/21/2016,ME000000129,Copper,Total,ug/L,36,0.5,0.5,Los Cerritos,County Island ,Water_16_17,Wet
CUA-PVD-01,11/21/2016,ME000000129,Copper,Dissolved,ug/L,28.5,0.5,0.5,Los Cerritos,County Island ,Water_16_17,Wet
CUA-PVD-01,11/21/2016,ME000000129,Lead,Total,ug/L,6.4,0.2,0.5,Los Cerritos,County Island ,Water_16_17,Wet
CUA-PVD-01,11/21/2016,ME000000129,Lead,Dissolved,ug/L,1.58,0.2,0.5,Los Cerritos,County Island ,Water_16_17,Wet
CUA-PVD-01,11/21/2016,ME000000129,Zinc,Total,ug/L,267,1,1,Los Cerritos,County Island ,Water_16_17,Wet
CUA-PVD-01,11/21/2016,ME000000129,Zinc,Dissolved,ug/L,190,1,1,Los Cerritos,County Island ,Water_16_17,Wet
CUA-PVD-01,11/21/2016,ME000000129,Hardness as CaCO3,Total,mg/L,113,2,2,Los Cerritos,County Island ,Water_16_17,Wet
CUA-PVD-01,12/16/2016,CIMP000000333,Lead,Total,ug/L,5.24,0.2,0.5,Los Cerritos,County Island ,Water_16_17,Wet
CUA-PVD-01,12/16/2016,CIMP000000333,Lead,Dissolved,ug/L,0.236,0.2,0.5,Los Cerritos,County Island ,Water_16_17,Wet
CUA-PVD-01,12/16/2016,CIMP000000333,Copper,Total,ug/L,10.1,0.5,0.5,Los Cerritos,County Island ,Water_16_17,Wet
CUA-PVD-01,12/16/2016,CIMP000000333,Copper,Dissolved,ug/L,4.02,0.5,0.5,Los Cerritos,County Island ,Water_16_17,Wet
CUA-PVD-01,12/16/2016,CIMP000000333,Zinc,Total,ug/L,53.5,1,1,Los Cerritos,County Island ,Water_16_17,Wet
CUA-PVD-01,12/16/2016,CIMP000000333,Zinc,Dissolved,ug/L,24.2,1,1,Los Cerritos,County Island ,Water_16_17,Wet
CUA-PVD-01,12/16/2016,CIMP000000333,Hardness as CaCO3,Total,mg/L,15,2,2,Los Cerritos,County Island ,Water_16_17,Wet
CUA-PVD-01,12/16/2016,CIMP000000332,E. coli,None,MPN/100mL,1126,1,1,Los Cerritos,County Island ,Water_16_17,Wet
DUPME08,12/16/2016,ME000000334,E. coli,None,MPN/100mL,1187,1,1,Los Cerritos,County Island ,Water_16_17,Wet
000NONPJ,12/1/2016,ME000000129_000NONPJ,Hardness as CaCO3,Total,mg/L,295,2,2,Los Cerritos,County Island ,Water_16_17,Wet
000NONPJ,11/21/2016,ME000000129_000NONPJ,Copper,Total,ug/L,82.7,0.5,0.5,Los Cerritos,County Island ,Water_16_17,Wet
000NONPJ,11/21/2016,ME000000129_000NONPJ,Lead,Total,ug/L,29.2,0.2,0.5,Los Cerritos,County Island ,Water_16_17,Wet
000NONPJ,11/21/2016,ME000000129_000NONPJ,Zinc,Total,ug/L,202,1,1,Los Cerritos,County Island ,Water_16_17,Wet
000NONPJ,11/21/2016,ME000000129_000NONPJ,Copper,Dissolved,ug/L,62.9,0.5,0.5,Los Cerritos,County Island ,Water_16_17,Wet
000NONPJ,11/21/2016,ME000000129_000NONPJ,Lead,Dissolved,ug/L,17,0.2,0.5,Los Cerritos,County Island ,Water_16_17,Wet
000NONPJ,11/21/2016,ME000000129_000NONPJ,Zinc,Dissolved,ug/L,169,1,1,Los Cerritos,County Island ,Water_16_17,Wet
000NONPJ,11/21/2016,ME000000129_000NONPJ,Copper,Total,ug/L,82.3,0.5,0.5,Los Cerritos,County Island ,Water_16_17,Wet
000NONPJ,11/21/2016,ME000000129_000NONPJ,Lead,Total,ug/L,28.9,0.2,0.5,Los Cerritos,County Island ,Water_16_17,Wet
000NONPJ,11/21/2016,ME000000129_000NONPJ,Zinc,Total,ug/L,202,1,1,Los Cerritos,County Island ,Water_16_17,Wet
000NONPJ,11/21/2016,ME000000129_000NONPJ,Copper,Dissolved,ug/L,61.5,0.5,0.5,Los Cerritos,County Island ,Water_16_17,Wet
000NONPJ,11/21/2016,ME000000129_000NONPJ,Lead,Dissolved,ug/L,16.8,0.2,0.5,Los Cerritos,County Island ,Water_16_17,Wet
000NONPJ,11/21/2016,ME000000129_000NONPJ,Zinc,Dissolved,ug/L,167,1,1,Los Cerritos,County Island ,Water_16_17,Wet
000NONPJ,11/21/2016,ME000000129_000NONPJ,Hardness as CaCO3,Total,mg/L,55,2,2,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,12/9/2016,ME000000129_LABQA,Hardness as CaCO3,Total,mg/L,125,2,2,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,12/9/2016,ME000000129_LABQA,Hardness as CaCO3,Total,mg/L,ND,2,2,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,12/12/2016,ME000000129_LABQA,Copper,Total,ug/L,953,0.5,0.5,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,12/12/2016,ME000000129_LABQA,Lead,Total,ug/L,64.1,0.2,0.5,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,12/12/2016,ME000000129_LABQA,Zinc,Total,ug/L,1410,1,1,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,12/12/2016,ME000000129_LABQA,Copper,Dissolved,ug/L,1060,0.5,0.5,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,12/12/2016,ME000000129_LABQA,Lead,Dissolved,ug/L,65.4,0.2,0.5,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,12/12/2016,ME000000129_LABQA,Zinc,Dissolved,ug/L,1550,1,1,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,12/12/2016,ME000000129_LABQA,Copper,Total,ug/L,ND,0.5,0.5,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,12/12/2016,ME000000129_LABQA,Lead,Total,ug/L,ND,0.2,0.5,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,12/12/2016,ME000000129_LABQA,Zinc,Total,ug/L,ND,1,1,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,12/12/2016,ME000000129_LABQA,Copper,Dissolved,ug/L,ND,0.5,0.5,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,12/12/2016,ME000000129_LABQA,Lead,Dissolved,ug/L,ND,0.2,0.5,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,12/12/2016,ME000000129_LABQA,Zinc,Dissolved,ug/L,ND,1,1,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,12/1/2016,ME000000129_LABQA,E. coli,None,MPN/100mL,ND,1,1,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,12/1/2016,ME000000129_LABQA,E. coli,None,MPN/100mL,ND,1,1,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,12/1/2016,ME000000129_LABQA,E. coli,None,MPN/100mL,ND,1,1,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,12/1/2016,ME000000129_LABQA,E. coli,None,MPN/100mL,ND,1,1,Los Cerritos,County Island ,Water_16_17,Wet
000NONPJ,12/16/2016,CIMP000000333_000NONPJ,Copper,Dissolved,ug/L,52.6,0.5,0.5,Los Cerritos,County Island ,Water_16_17,Wet
000NONPJ,12/16/2016,CIMP000000333_000NONPJ,Zinc,Dissolved,ug/L,146,1,1,Los Cerritos,County Island ,Water_16_17,Wet
000NONPJ,12/16/2016,CIMP000000333_000NONPJ,Copper,Total,ug/L,78.9,0.5,0.5,Los Cerritos,County Island ,Water_16_17,Wet
000NONPJ,12/16/2016,CIMP000000333_000NONPJ,Zinc,Total,ug/L,291,1,1,Los Cerritos,County Island ,Water_16_17,Wet
000NONPJ,12/16/2016,CIMP000000333_000NONPJ,Copper,Dissolved,ug/L,53.7,0.5,0.5,Los Cerritos,County Island ,Water_16_17,Wet
000NONPJ,12/16/2016,CIMP000000333_000NONPJ,Zinc,Dissolved,ug/L,148,1,1,Los Cerritos,County Island ,Water_16_17,Wet
000NONPJ,12/16/2016,CIMP000000333_000NONPJ,Copper,Total,ug/L,78.4,0.5,0.5,Los Cerritos,County Island ,Water_16_17,Wet
000NONPJ,12/16/2016,CIMP000000333_000NONPJ,Zinc,Total,ug/L,293,1,1,Los Cerritos,County Island ,Water_16_17,Wet
000NONPJ,12/16/2016,CIMP000000333_000NONPJ,Hardness as CaCO3,Total,mg/L,125,2,2,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,1/11/2017,CIMP000000333_LABQA,Hardness as CaCO3,Total,mg/L,125,2,2,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,1/11/2017,CIMP000000333_LABQA,Hardness as CaCO3,Total,mg/L,ND,2,2,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,12/27/2016,CIMP000000333_LABQA,Copper,Dissolved,ug/L,1130,0.5,0.5,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,12/27/2016,CIMP000000333_LABQA,Zinc,Dissolved,ug/L,1510,1,1,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,12/27/2016,CIMP000000333_LABQA,Copper,Total,ug/L,1140,0.5,0.5,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,12/27/2016,CIMP000000333_LABQA,Zinc,Total,ug/L,1530,1,1,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,12/27/2016,CIMP000000333_LABQA,Copper,Dissolved,ug/L,ND,0.5,0.5,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,12/27/2016,CIMP000000333_LABQA,Zinc,Dissolved,ug/L,ND,1,1,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,12/27/2016,CIMP000000333_LABQA,Copper,Total,ug/L,ND,0.5,0.5,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,12/27/2016,CIMP000000333_LABQA,Zinc,Total,ug/L,ND,1,1,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,12/23/2016,CIMP000000333_LABQA,E. coli,None,MPN/100mL,ND,1,1,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,12/23/2016,CIMP000000333_LABQA,E. coli,None,MPN/100mL,ND,1,1,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,12/23/2016,CIMP000000333_LABQA,E. coli,None,MPN/100mL,ND,1,1,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,12/23/2016,CIMP000000333_LABQA,E. coli,None,MPN/100mL,ND,1,1,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,12/23/2016,ME000000334_LABQA,E. coli,None,MPN/100mL,ND,1,1,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,12/23/2016,ME000000334_LABQA,E. coli,None,MPN/100mL,ND,1,1,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,12/23/2016,ME000000334_LABQA,E. coli,None,MPN/100mL,ND,1,1,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,12/23/2016,ME000000334_LABQA,E. coli,None,MPN/100mL,ND,1,1,Los Cerritos,County Island ,Water_16_17,Wet
CUA-PVD-01,1/9/2017,CIMP000000374,E. coli,None,MPN/100mL,3170,1,1,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,1/9/2017,CIMP000000374_LABQA,E. coli,None,MPN/100mL,2880,1,1,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,1/12/2017,CIMP000000374_LABQA,E. coli,None,MPN/100mL,ND,1,1,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,1/12/2017,CIMP000000374_LABQA,E. coli,None,MPN/100mL,ND,1,1,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,1/12/2017,CIMP000000374_LABQA,E. coli,None,MPN/100mL,ND,1,1,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,1/12/2017,CIMP000000374_LABQA,E. coli,None,MPN/100mL,ND,1,1,Los Cerritos,County Island ,Water_16_17,Wet
000NONPJ,1/10/2017,CIMP000000375_000NONPJ,Copper,Dissolved,ug/L,44.2,0.5,0.5,Los Cerritos,County Island ,Water_16_17,Wet
000NONPJ,1/10/2017,CIMP000000375_000NONPJ,Lead,Dissolved,ug/L,15.6,0.2,0.5,Los Cerritos,County Island ,Water_16_17,Wet
000NONPJ,1/10/2017,CIMP000000375_000NONPJ,Zinc,Dissolved,ug/L,115,1,1,Los Cerritos,County Island ,Water_16_17,Wet
000NONPJ,1/10/2017,CIMP000000375_000NONPJ,Copper,Total,ug/L,60.9,0.5,0.5,Los Cerritos,County Island ,Water_16_17,Wet
000NONPJ,1/10/2017,CIMP000000375_000NONPJ,Lead,Total,ug/L,24.3,0.2,0.5,Los Cerritos,County Island ,Water_16_17,Wet
000NONPJ,1/10/2017,CIMP000000375_000NONPJ,Zinc,Total,ug/L,199,1,1,Los Cerritos,County Island ,Water_16_17,Wet
000NONPJ,1/10/2017,CIMP000000375_000NONPJ,Copper,Dissolved,ug/L,43.7,0.5,0.5,Los Cerritos,County Island ,Water_16_17,Wet
000NONPJ,1/10/2017,CIMP000000375_000NONPJ,Lead,Dissolved,ug/L,15.7,0.2,0.5,Los Cerritos,County Island ,Water_16_17,Wet
000NONPJ,1/10/2017,CIMP000000375_000NONPJ,Zinc,Dissolved,ug/L,115,1,1,Los Cerritos,County Island ,Water_16_17,Wet
000NONPJ,1/10/2017,CIMP000000375_000NONPJ,Copper,Total,ug/L,60.7,0.5,0.5,Los Cerritos,County Island ,Water_16_17,Wet
000NONPJ,1/10/2017,CIMP000000375_000NONPJ,Lead,Total,ug/L,24.6,0.2,0.5,Los Cerritos,County Island ,Water_16_17,Wet
000NONPJ,1/10/2017,CIMP000000375_000NONPJ,Zinc,Total,ug/L,199,1,1,Los Cerritos,County Island ,Water_16_17,Wet
000NONPJ,1/10/2017,CIMP000000375_000NONPJ,Hardness as CaCO3,Total,mg/L,300,2,2,Los Cerritos,County Island ,Water_16_17,Wet
CUA-PVD-01,1/9/2017,CIMP000000375,Copper,Dissolved,ug/L,3.92,0.5,0.5,Los Cerritos,County Island ,Water_16_17,Wet
CUA-PVD-01,1/9/2017,CIMP000000375,Lead,Dissolved,ug/L,ND,0.2,0.5,Los Cerritos,County Island ,Water_16_17,Wet
CUA-PVD-01,1/9/2017,CIMP000000375,Zinc,Dissolved,ug/L,25.9,1,1,Los Cerritos,County Island ,Water_16_17,Wet
CUA-PVD-01,1/9/2017,CIMP000000375,Copper,Total,ug/L,15.7,0.5,0.5,Los Cerritos,County Island ,Water_16_17,Wet
CUA-PVD-01,1/9/2017,CIMP000000375,Lead,Total,ug/L,3.57,0.2,0.5,Los Cerritos,County Island ,Water_16_17,Wet
CUA-PVD-01,1/9/2017,CIMP000000375,Zinc,Total,ug/L,50,1,1,Los Cerritos,County Island ,Water_16_17,Wet
CUA-PVD-01,1/9/2017,CIMP000000375,Hardness as CaCO3,Total,mg/L,10,2,2,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,1/21/2017,CIMP000000375_LABQA,Hardness as CaCO3,Total,mg/L,125,2,2,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,1/21/2017,CIMP000000375_LABQA,Hardness as CaCO3,Total,mg/L,ND,2,2,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,1/23/2017,CIMP000000375_LABQA,Copper,Dissolved,ug/L,1080,0.5,0.5,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,1/23/2017,CIMP000000375_LABQA,Lead,Dissolved,ug/L,61.6,0.2,0.5,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,1/23/2017,CIMP000000375_LABQA,Zinc,Dissolved,ug/L,1520,1,1,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,1/23/2017,CIMP000000375_LABQA,Copper,Total,ug/L,1020,0.5,0.5,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,1/23/2017,CIMP000000375_LABQA,Lead,Total,ug/L,61.3,0.2,0.5,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,1/23/2017,CIMP000000375_LABQA,Zinc,Total,ug/L,1560,1,1,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,1/23/2017,CIMP000000375_LABQA,Copper,Dissolved,ug/L,ND,0.5,0.5,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,1/23/2017,CIMP000000375_LABQA,Lead,Dissolved,ug/L,ND,0.2,0.5,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,1/23/2017,CIMP000000375_LABQA,Zinc,Dissolved,ug/L,ND,1,1,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,1/23/2017,CIMP000000375_LABQA,Copper,Total,ug/L,ND,0.5,0.5,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,1/23/2017,CIMP000000375_LABQA,Lead,Total,ug/L,ND,0.2,0.5,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,1/23/2017,CIMP000000375_LABQA,Zinc,Total,ug/L,ND,1,1,Los Cerritos,County Island ,Water_16_17,Wet
CUA-PVD-01,1/9/2018,CIMP000000581,E. coli,None,MPN/100 mL,16000,-88,10,Los Cerritos,County Island ,Water_16_17,Wet
LABQA,1/8/2018,CIMP000000581_LABQA,E. coli,None,MPN/100 mL,ND,-88,1,Los Cerritos,County Island ,Water_17_18,Wet
LABQA,1/9/2018,CIMP000000581_LABQA,E. coli,None,MPN/100 mL,ND,-88,1,Los Cerritos,County Island ,Water_17_18,Wet
LABQA,1/9/2018,CIMP000000581_LABQA,E. coli,None,MPN/100 mL,ND,-88,1,Los Cerritos,County Island ,Water_17_18,Wet
LABQA,1/9/2018,CIMP000000581_LABQA,E. coli,None,MPN/100 mL,ND,-88,1,Los Cerritos,County Island ,Water_17_18,Wet
LABQA,1/9/2018,CIMP000000581_LABQA,E. coli,None,MPN/100 mL,ND,-88,1,Los Cerritos,County Island ,Water_17_18,Wet
LABQA,1/9/2018,CIMP000000581_LABQA,E. coli,None,MPN/100 mL,ND,-88,1,Los Cerritos,County Island ,Water_17_18,Wet
LABQA,1/9/2018,CIMP000000581_LABQA,E. coli,None,MPN/100 mL,ND,-88,1,Los Cerritos,County Island ,Water_17_18,Wet
LABQA,1/11/2018,CIMP000000581_LABQA,E. coli,None,MPN/100 mL,ND,-88,1,Los Cerritos,County Island ,Water_17_18,Wet
LABQA,1/10/2018,CIMP000000581_LABQA,E. coli,None,MPN/100 mL,ND,-88,1,Los Cerritos,County Island ,Water_17_18,Wet
CUA-PVD-01,1/9/2018,ME000000583,E. coli,None,MPN/100 mL,12000,-88,10,Los Cerritos,County Island ,Water_17_18,Wet
LABQA,1/8/2018,ME000000583_LABQA,E. coli,None,MPN/100 mL,ND,-88,1,Los Cerritos,County Island ,Water_17_18,Wet
LABQA,1/9/2018,ME000000583_LABQA,E. coli,None,MPN/100 mL,ND,-88,1,Los Cerritos,County Island ,Water_17_18,Wet
LABQA,1/9/2018,ME000000583_LABQA,E. coli,None,MPN/100 mL,ND,-88,1,Los Cerritos,County Island ,Water_17_18,Wet
LABQA,1/9/2018,ME000000583_LABQA,E. coli,None,MPN/100 mL,ND,-88,1,Los Cerritos,County Island ,Water_17_18,Wet
LABQA,1/9/2018,ME000000583_LABQA,E. coli,None,MPN/100 mL,ND,-88,1,Los Cerritos,County Island ,Water_17_18,Wet
LABQA,1/9/2018,ME000000583_LABQA,E. coli,None,MPN/100 mL,ND,-88,1,Los Cerritos,County Island ,Water_17_18,Wet
LABQA,1/9/2018,ME000000583_LABQA,E. coli,None,MPN/100 mL,ND,-88,1,Los Cerritos,County Island ,Water_17_18,Wet
LABQA,1/11/2018,ME000000583_LABQA,E. coli,None,MPN/100 mL,ND,-88,1,Los Cerritos,County Island ,Water_17_18,Wet
LABQA,1/10/2018,ME000000583_LABQA,E. coli,None,MPN/100 mL,ND,-88,1,Los Cerritos,County Island ,Water_17_18,Wet
